Scrape_date,Author,Book,Highlighted_by,Passage
2013-01-29T01:48:45.980962, by Richard N Fogoros,"Fixing American Healthcare - Wonkonians, Gekkonians, and the Grand Unification Theory of Healthcare",Highlighted by 5 Kindle users,"If our system is to succeed, patients will have to be regarded as autonomous individuals, full partners-if not the senior partners-in the doctor-patient relationship, and active participants in the medical decisions that pertain to them, even to the point of calling most of the shots whenever possible."
2013-01-29T01:48:45.980962, by Tom Daschle,Critical: What We Can Do About the Health-Care Crisis,Highlighted by 6 Kindle users,"In the years immediately after the war, the primary insurance providers were Blue Cross and Blue Shield, which were non-profits. Blue Cross and Blue Shield plans were “community-rated,” meaning that every member paid the same premiums and received the same benefits."
2013-01-29T01:48:45.980962," by Laura Archbold, Don Tapping, Sue Kozlowski, Todd Sperl","Value Stream Management for Lean Healthcare - Four Steps to Planning, Mapping, Implementing, and Controlling Improvements in All Types of Healthcare Environments (Revised Edition)",Highlighted by 3 Kindle users,4. Divide the total cycle time by the takt time to determine the total number of staff required for the tasks associated with that particular value stream.
2013-01-29T01:48:45.980962, by Richard N Fogoros,"Fixing American Healthcare - Wonkonians, Gekkonians, and the Grand Unification Theory of Healthcare",Highlighted by 3 Kindle users,"High-quality rationing would require that the rationing be fair and equitable to the extent possible and therefore would require the full and open participation of society in devising the rules for rationing. But we can't do that, because it would be rationing. And our culture of no limits strictly forbids rationing."
2013-01-29T01:48:45.980962, by Tom Daschle,Critical: What We Can Do About the Health-Care Crisis,Highlighted by 4 Kindle users,"More than 16 percent of our economy, or $2 trillion, is spent on health care. On a per person basis, Americans spent more than $6,100 on medical care in 2004, more than twice the industrial world’s average and about 50 percent more than the next most expensive country, Switzerland."
2013-01-29T01:48:45.980962, by Richard N Fogoros,"Fixing American Healthcare - Wonkonians, Gekkonians, and the Grand Unification Theory of Healthcare",Highlighted by 3 Kindle users,"The basic conceit of pay for performance is to imagine that the art of clinical medicine can be reduced to a set of steps, guidelines, or rules-that is, that it can be reduced to a process-which can then be centrally monitored, enforced, and controlled, thus yielding a superb end product. While this notion is attractive to Wonkonian bureaucrats, it cannot work."
2013-01-29T01:48:45.980962, by Tom Daschle,Critical: What We Can Do About the Health-Care Crisis,Highlighted by 4 Kindle users,"Within a few years, however, for-profit companies entered the health insurance market. They offered lower prices to younger, healthier people by basing premiums on actuarial risk. Community rating could not survive when the youngest and healthiest people—that is, those who used medical services the least—were lured away by the promise of lower premiums."
2013-01-29T01:48:45.980962," by Laura Archbold, Don Tapping, Sue Kozlowski, Todd Sperl","Value Stream Management for Lean Healthcare - Four Steps to Planning, Mapping, Implementing, and Controlling Improvements in All Types of Healthcare Environments (Revised Edition)",Highlighted by 3 Kindle users,"The Balanced Scorecard (or sometimes referred to as a Balanced Score Sheet, Quality Dashboard, etc.) enables an organization to measure itself at every level against a corporate vision and/or industry benchmark and is linked to the strategic plan."
2013-01-29T01:48:45.980962," by Laura Archbold, Don Tapping, Sue Kozlowski, Todd Sperl","Value Stream Management for Lean Healthcare - Four Steps to Planning, Mapping, Implementing, and Controlling Improvements in All Types of Healthcare Environments (Revised Edition)",Highlighted by 3 Kindle users,"The Balanced Scorecard is a visual sheet displaying up-to-date performance measurement data of an organization on a one page (8.5"" x 11.0"") document."
2013-01-29T01:48:45.980962," by Sue Kozlowski, Todd Sperl, Debra Hadfield, Shelagh Holmes","The New Lean Healthcare Pocket Guide - Tools for the Elimination of Waste in Hospitals, Clinics, and other Healthcare Facilities",Highlighted by 4 Kindle users," Lean eliminates waste or non value-added activities. Waste is defined through the eyes of the customer and includes anything that does not add value to the final product or service, and all activities that customers are not willing to pay for."
2013-01-29T01:48:45.980962, by Richard N Fogoros,"Fixing American Healthcare - Wonkonians, Gekkonians, and the Grand Unification Theory of Healthcare",Highlighted by 4 Kindle users,We've taken a sphere of commerce that economic principles dictate ought to be paid for by individuals-given that it delivers products and services consumed by individuals-and we've convinced ourselves that the government ought to pay for it. Yet we still claim the right to make all the spending decisions ourselves.
2013-01-29T01:48:45.980962, by Pamela Popper,Solving America's Healthcare Crisis,Highlighted by 3 Kindle users,"These diets do work, but they are"
2013-01-29T01:48:45.980962," by Russell Colling, Tony W York",Hospital and Healthcare Security,Highlighted by 3 Kindle users,using a person from within the organization and an outside consultant.
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 4 Kindle users,"Standardize — not to create uniformity, but to enable change!"
2013-01-29T01:48:45.980962, by Pamela Popper,Solving America's Healthcare Crisis,Highlighted by 3 Kindle users,one tablespoon of any type of oil has 130 calories and 14 grams of fat.
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 3 Kindle users,"We rewarded sales representatives per new patient, not per sales dollar."
2013-01-29T01:48:45.980962," by Professor Wilfred McSherry, Dr Linda Ross",Spiritual Assessment in Healthcare Practice,Highlighted by 3 Kindle users,It is an exploration of the person’s psychosocial and spiritual functioning.
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 3 Kindle users,"Standardization is a tool to facilitate change, not uniformity."
2013-01-29T01:48:45.980962," by Professor Wilfred McSherry, Dr Linda Ross",Spiritual Assessment in Healthcare Practice,Highlighted by 3 Kindle users,be sensitive to the patient’s signals for spiritual and psychological support.
2013-01-29T01:48:45.980962, by Cindy Jimmerson,Value Stream Mapping for Healthcare Made Easy,Highlighted by 4 Kindle users,Generalizing problems and diluting the significance of details is a death sentence for process improvement.
2013-01-29T01:48:45.980962, by Pamela Popper,Solving America's Healthcare Crisis,Highlighted by 3 Kindle users,It is therefore important to seek information from sources that are not compromised by financial conflicts of interest.
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 6 Kindle users,"Change management focuses not on the project nor on the product, but rather on the people—the"
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 3 Kindle users,‘What is the evidence for this intervention?’
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 88 Kindle users,"without an accurate picture of reality, it is impossible to improve and sustain improvements."
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 7 Kindle users,"Against AMA guidelines we paid their way, and we even allowed spouses to attend for a very low price."
2013-01-29T01:48:45.980962, by Deane MD Waldman,Uproot U.S. Healthcare: To Reform Health Care,Highlighted by 3 Kindle users,1) The substrate; 2) The external environment; 3) Worker retention; and 4) Culture.
2013-01-29T01:48:45.980962, by M. Chris Gibbons,Healthcare Knowledge Management Primer (Routledge Series in Information Systems),Highlighted by 3 Kindle users,"tacit knowledge, as it is intangible, is more difficult to identify and thus manage"
2013-01-29T01:48:45.980962, by M. Chris Gibbons,Healthcare Knowledge Management Primer (Routledge Series in Information Systems),Highlighted by 4 Kindle users,"KM addresses the generation, representation, storage, transfer and transformation of knowledge"
2013-01-29T01:48:45.980962, by Cindy Jimmerson,A3 Problem Solving for Healthcare: A Practical Method for Eliminating Waste,Highlighted by 4 Kindle users,issue under consideration is always stated through the eyes of the customer or patient.
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 112 Kindle users,"measurements are always focused on safety, quality, people, delivery, and cost."
2013-01-29T01:48:45.980962, by Deane MD Waldman,Uproot U.S. Healthcare: To Reform Health Care,Highlighted by 3 Kindle users,majority of medical conditions we can treat in 2009 were untreatable in 1960.
2013-01-29T01:48:45.980962, by Peter Rost,The Whistleblower: Confessions of a Healthcare Hitman,Highlighted by 4 Kindle users,Today’s system is built on greed. Greed is defined as an excessive desire to acquire or possess more than someone needs or deserves.
